Person Name,Role,Company Name,Classification,Interest Areas,url
Casey Neilson,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODk=
"
Caleb Keitt,Vice President,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODY=
"
Cornelius Adetiba,Director Capital Markets,Sunnova,Issuer,ESG/PACE/Solar ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODU=
"
Joe Thompson,Associate,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODQ=
"
Branden Avishar,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODM=
"
Brendan Gifford,"Research Associate, Fixed Income Group",Vanguard,Investor,"CLOs/Leveraged Loans, ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2ODI=
"
Charlie Hinkle,Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Nzg=
"
Austin Vanassa,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Nzc=
"
Kevin Bruno,Senior Complex Financial Institution Analyst,,Government/Regulator,"Private Credit, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NzQ=
"
Marie Michaels,Portfolio Manager,Loews Corporation,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NzM=
"
Austin Cleary,Analyst,Liberty Mutual Investments,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NzI=
"
Bali Kumar,Chief Operating Officer,PACE Loan Group,Issuer,ESG/PACE/Solar ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NzE=
"
Tim LeRoux,Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NzA=
"
David Terschluse,Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Njk=
"
Evan Siegert,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Njc=
"
Matt Jensen,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NjY=
"
Richard Korzelius,ABF Sales,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NjU=
"
Tianmin Zhang,Sr Fixed Income Analyst,Amica Mutual Insurance Company,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NjM=
"
Fahd Basir,Managing Director,Yieldstreet,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, Direct Lending, Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NjI=
"
Quince Thompson,Counsel,Hunton Andrews Kurth LLP,Service Provider,"RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTg=
"
Mary Alice Creasy,Sales,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTY=
"
Dan Kosinski,Sector Manager,Medalist Partners,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTU=
"
Alexandria Caruso,Vice President,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTQ=
"
Daniel Boxer,ABF Syndicate,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTM=
"
Sachin Sarnobat,Portfolio Manager,,Investor,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTI=
"
Meghan Dinneen,Managing Director,"20 Gates Management, LLC",Investor,"CLOs/Leveraged Loans, Private Credit, ABS, Consumer ABS, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NTE=
"
Charlotte Fan,Director,Vibrant Capital Partners,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NDk=
"
Albert Friedman,Managing Member,Alterna Tax Asset Group,Issuer,"ABS, Direct Lending, Distressed Debt","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NDg=
"
Dimitris Kavalekas,Managing Director,Strenta Investment Management,Investor,"CLOs/Leveraged Loans, Private Credit, CMBS, RMBS (GSE and PLS), Distressed Debt, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NDc=
"
Jonathan Kim,Partner,Hunton Andrews Kurth LLP,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NDY=
"
Misha Renda,"Director, Structured Credit",Marathon Asset Management,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Fintech/AI, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2NDU=
"
Mukund Narayanan,Managing Director,Fortress Investment Group,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Distressed Debt, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Mzk=
"
Cecelia Horner,Partner,Hunton Andrews Kurth LLP,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Mzg=
"
Elizabeth Slawin,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Mzc=
"
Zhengyuan Lu,Managing Director,Neuberger Berman,Investor,"Private Credit, ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MzY=
"
Ximena Toro,IT Director,Bayview Asset Management,Investor,"Consumer ABS, Emerging Markets, Fintech/AI, Regulation/policy, Risk Transfer, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MzU=
"
Chang Ge,Director,Group 1001,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MzQ=
"
Lauren Lannefeld,Managing Director,BMO Capital Markets,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MzM=
"
Adam Klimek,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MzI=
"
Roger Stattel,CFO,Capital Automotive,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2Mjk=
"
Haseeb Rahman,Portfolio Manager,Palisades Group,Investor,"RMBS (GSE and PLS), Distressed Debt, Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MjM=
"
Joe Santoro,Director,Bank of America,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MjI=
"
Leon Yi,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MjE=
"
Eddie Lim,Founder and CEO,Point,Issuer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MjA=
"
Marlo Young,Partner,Dentons,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTk=
"
Nathan Harnetiaux,"Managing Director, Head of Insurance Investment Solutions",PennantPark Investment Advisers,Issuer,"CLOs/Leveraged Loans, Private Credit, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTg=
"
Haakim Nainar,Vice President,Ares,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, RMBS (GSE and PLS), Consumer ABS, Direct Lending, Fintech/AI, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTc=
"
Alex Wiener,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTY=
"
Mario Rivero,CEO,Lynk Capital Markets,Issuer,"Private Credit, Emerging Markets, Fintech/AI, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTU=
"
Laurent Mitaty,Head of Credit & Struct Financing AMER,Societe Generale,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTI=
"
Matt Biczak,Managing Director,Fortress Investment Group,Issuer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MTA=
"
Rob DelPizzo,"Vice President, Asset Backed Products",Societe Generale,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDc=
"
Alex Slobodian,"Director, Asset Backed Products",Societe Generale,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDY=
"
Robert Friedberg,Managing Director,20 Gates Mgmt,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDU=
"
Jim Brennan,Portfolio Manager,"StoneCastle Partners, LLC",Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDQ=
"
Abide Kakou,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDM=
"
John Cho,"Managing Director, Asset Backed Products",Societe Generale,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDI=
"
Melissa Band,Managing Director,"Varde Partners, Inc.",Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, Consumer ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDE=
"
Gareth Morgan,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2MDA=
"
Jack Snopkowski,Associate,Societe Generale,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1OTk=
"
Melissa Niu,"Portfolio Manager, Secured Finance",Insight Investment,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, CMBS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1OTc=
"
Sonya Lee,Partner,Ares,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Fintech/AI, Regulation/policy, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1OTY=
"
Benjamin Darnaby,MANAGING DIRECTOR,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1OTE=
"
Amy Sze,Managing Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1OTA=
"
Wallace Chin,Head of Structured Product,Chimera Investment Corporation,Investor,"RMBS (GSE and PLS), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODk=
"
Regina Richardson,President,EJF Capital,Investor,"ABS, Corporate Funding/Investment, Regulation/policy, Sustainable Finance, Risk Transfer, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODg=
"
John Pennington,Director,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODY=
"
James Maitland,Managing Director,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODU=
"
Robert Wiedelman,Managing Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODM=
"
Ani Gelashvili,Vice President,JP MORGAN & CO.,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODI=
"
David Disque,"Managing Director, Structured Finance & Asset Investments",Arena Investors,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, Direct Lending, Corporate Funding/Investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODE=
"
Jennifer Parker,Vice President,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1ODA=
"
Akshit Jaisinghani,Executive Director,J.P. Morgan,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Nzk=
"
Shirley Cho,Senior Director,Nuveen,Investor,"RMBS (GSE and PLS), Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NzM=
"
Sean Begley,"Senior Director, Real Estate",Cape Analytics,Service Provider,"RMBS (GSE and PLS), Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NzI=
"
Sean Walker,Executive Director,J.P. Morgan,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NzA=
"
Jean Halle,Outside Investor,"CS Operations, Inc.",Other,Corporate Funding/Investment,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Njk=
"
Christopher Gawryluk,Executive Director,J.P. Morgan Securities LLC,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Njg=
"
Dirk Jones,"Managing Director, Global Head of Issuer Services",Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Njc=
"
John Gregitis,Investment Analyst,Morgan Stanley Investment Management,Investor,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NjY=
"
Devon Ostermiller,Associate,JP MORGAN & CO.,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NjU=
"
Kevin Sorgi,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NjM=
"
Jack Golden,Director,GreensLedge Capital Markets LLC,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTg=
"
Jeremy Bourg,SVP,BOC Aviation,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTc=
"
Rob Shelton,Director,Barings,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTY=
"
Joe Weingarten,Managing Director,East West Bank,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTU=
"
Emma Rosenberg,Associate,Bank of America,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTQ=
"
Eyh Kim,Managing Director,GreensLedge Capital Markets LLC,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTM=
"
John Kouretas,Portfolio Manager,Prytania Asset Management,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTI=
"
Justin Sachse,Vice President,Bank of America,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTE=
"
Matthew Boggia,Director,Bank of America,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NTA=
"
Jordan Chmara,Vice President,Bank of America,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NDk=
"
Michael Peerson,Chief Investment Officer,CoreVest,Issuer,"Private Credit, CMBS, RMBS (GSE and PLS), Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NDg=
"
Dylan Majka,Vice President,J.P.Morgan Chase & Co.,Investment Bank or Broker Dealer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NDc=
"
Alex Valentino,Senior Credit Analyst,boston portfolio advsiors,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, Direct Lending, Distressed Debt","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NDQ=
"
Bryce Labonski,Capital Markets Analyst,OneMain Financial,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1NDA=
"
Alan Staggers,"Managing Director, Asset-Backed Securitization",KeyBanc Capital Markets,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Mzk=
"
Erin Becker,"Manager, Business Development",Dentons US LLP,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1Mzg=
"
Clare McDowell,Vice President,JP Morgan Securities LLC,Investment Bank or Broker Dealer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA1MzY=
"
